,index,assessment,tags,text,trend_id_res0,trend_id_res1,trend_id_res2,trend_id_res3,trend_id_res4,trend_id_res5,trend_id_res6,trend_id_res7,trend_id_res8,trend_id_res9,trend_id_res10,trend_id_res11,trend_id_res12,trend_id_res13,trend_id_res14,trend_id_res15,trend_id_res16,trend_id_res17,trend_id_res18,trend_id_res19,trend_id_res20,trend_id_res21,trend_id_res22,trend_id_res23,trend_id_res24,trend_id_res25,trend_id_res26,trend_id_res27,trend_id_res28,trend_id_res29,trend_id_res30,trend_id_res31,trend_id_res32,trend_id_res33,trend_id_res34,trend_id_res35,trend_id_res36,trend_id_res37,trend_id_res38,trend_id_res39,trend_id_res40,trend_id_res41,trend_id_res42,trend_id_res43,trend_id_res44,trend_id_res45,trend_id_res46,trend_id_res47,trend_id_res48,trend_id_res49
380,22084,6.0,{ASSORTMENT},"Иногда бывает долгое ожидание, мало продуктов без глютена без сахара и лактозы .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,19279,6.0,"{DELIVERY,PRICE}",Мяу мяу мяу мяу мяу мяу,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,26129,1.0,"{PRODUCTS_QUALITY,SUPPORT,DELIVERY,CATALOG_NAVIGATION,PRICE}","Осадок после испорченной курицы, привезенной курьером, остался и заказывать подобного рода продукты теперь, через ваш сервис, небезопасно.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
385,13350,0.0,"{DELIVERY,SUPPORT,PRODUCTS_QUALITY,PRICE}",Совершенно не можете доставлять заказы,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,15207,4.0,"{PRODUCTS_QUALITY,SUPPORT,DELIVERY}",К сожалению стали часто привозить просроченную продукцию.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,25020,4.0,"{PRICE,PROMOTIONS,ASSORTMENT}","Я обожаю самокат. Вчера я хотела заказать кофе в дрипах ассорти. И на него была скидка [NUM]%, нов не успела до [NUM]:[NUM] и на следующий день они уже были без скидки(",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,24667,6.0,"{PRICE,ASSORTMENT}",Ничего,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,26361,3.0,{PRODUCTS_QUALITY},"Мне нравится, я часто заказываю продукты у вас. Но достаточно часто они приезжают испорченные",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
396,21213,6.0,"{ASSORTMENT,PRICE,PROMOTIONS}","Очень нравится, на самом деле первый раз заказывал продукты именно в Самокате",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,20229,4.0,{DELIVERY},"Вечером курьера иногда думаешь , что не дождешься , так долго ждать",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,23013,0.0,"{DELIVERY,SUPPORT}","Абсолютно неадекватная скорость доставки заказов. Нет никаких [NUM] минут даже в разгруженные дни / часа. Нет возможности выйти на связь с курьером, чтоб он сообщение через сколько будет на месте (это часто очень нужно, ибо доставка необходима в краткий срок",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,21967,0.0,{ASSORTMENT},Успехов в работе .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,8387,3.0,{DELIVERY},Доставка (с момента списания) позиционируется за [NUM] минут. Фактически время ожидания в не часы пик достигает [NUM]-[NUM] минут.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,25654,6.0,"{PRODUCTS_QUALITY,ASSORTMENT}","Удобное приложение, главное, что курьерам и фасовщиками работается комфортно. Единственный минус — не всегда свежая еда, иногда привозят просроченную!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,23395,0.0,{DELIVERY},"Никогда не знаешь, с задержкой привезут или нет, ходовых товаров мало и их раскупают",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2062,0.0,"{DELIVERY,SUPPORT,CATALOG_NAVIGATION}","Очень долгая доставка, вместо заявленных [NUM] минут доставку бывает по [NUM],[NUM] часа",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,469,3.0,"{DELIVERY,ASSORTMENT}","Доставка иногда бывает очень долгая. Товары привозят в отвратительном виде. Ассортимент не очень большой,бывает что нет самых ходовых продуктов..",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,21934,6.0,"{ASSORTMENT,PROMOTIONS}","Очень удобный сервис, но хотелось бы, чтобы вы расширили ассортимент🔥",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,9719,6.0,"{DELIVERY,PRICE}","В целом все нравилось, но несколько раз были проблемы с доставкой, задержки на большое время, и все это в районе академа. Поэтому общее впечатление испортилось. Но пользоваться продолжаю, нравится ассортимент товаров.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,23858,2.0,{DELIVERY},"Ни одна доставка не занимает [NUM] минут, всегда около [NUM]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,5943,2.0,"{DELIVERY,ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,CATALOG_NAVIGATION,PAYMENT,SUPPORT}",Долгая доставка,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,18541,3.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS}",Готовая еда отвратительного качества,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,414,3.0,"{PRODUCTS_QUALITY,DELIVERY,ASSORTMENT,PRICE}",качество продуктов иногда желает лучшего…..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,14400,2.0,"{ASSORTMENT,DELIVERY,PROMOTIONS,PRICE}","Время доставки вообще перестало соответствовать тому, что написано в приложении. Заказ жду час и больше. Цены на некоторые позиции слишком завышены. Приложение работает некорректно. Но самое печальное - это всё-таки время доставки.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
429,22598,6.0,"{DELIVERY,PRODUCTS_QUALITY,ASSORTMENT,PRICE}","Кучка извращенцев, гореть вам в аду!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,26940,0.0,{SUPPORT},Поддержка не отвечает уже [NUM] неделю,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,1695,1.0,"{DELIVERY,PRODUCTS_QUALITY,SUPPORT}","Для чего писать в приложении, что доставка [NUM] минут и везти заказ больше [NUM] минут? Что за неуважение к клиенту, за все это потерянное время, мы могли бы сами уже [NUM] раза сходить в магазин, а не ждать. Даже не пишут через сколько курьер будет, сиди и гадай",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,6667,0.0,"{PRICE,DELIVERY,ASSORTMENT}",Раньше было лучше,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,21927,6.0,"{ASSORTMENT,PROMOTIONS}",Иногда долгое ожидание,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,22165,0.0,"{CATALOG_NAVIGATION,PRICE}","Заказываю через сбермаркет - там удобнее, но уже неделю выдаёт ошибку невозможно заказать самокат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
436,23073,2.0,"{DELIVERY,SUPPORT}",Курьеры очень часто задерживают заказы на час когда спрос маленький,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,10748,6.0,"{PRICE,PROMOTIONS}","Цены выше, чем в аналогичных маркетах - это плохо",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,3517,0.0,{DELIVERY},Очень долго везут заказ!!!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,21926,6.0,"{ASSORTMENT,PROMOTIONS}","Когда лень идти за черешней - есть самокат. То есть первое, что придет в голову - ваша доставка. не Яндекс Маркет, а вы 👍🏼",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,8601,3.0,"{PROMOTIONS,PAYMENT,SUPPORT}",Не хватает отзывов о продуктах .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
447,10072,3.0,{DELIVERY},Захожу в самокат только из за доставки в течение [NUM]мин. Когда она дольше - приложение фактически теряет свою ценность,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,1269,6.0,"{PRODUCTS_QUALITY,DELIVERY,ASSORTMENT}",Бывает просрочка или кислая молочка. Долгая доставка,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,26171,3.0,"{PRODUCTS_QUALITY,SUPPORT}","Следите за качеством товара! Привезти пакет продуктов где ГНИЛЫЕ яблоки растеклись на весь пакет! Это наглость! И поддержка может вернуть только стоимость этих яблок, а остальное все, пропахшее гнилью и все в слизи как есть предлагаете?я посмотрю на вас!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
451,25298,4.0,"{PRICE,PROMOTIONS}",Больно дорого,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,6407,6.0,"{DELIVERY,ASSORTMENT,PRICE}",Очень часто проблемы с задержкой.... [NUM]% случаев опоздание и задержка ....,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,15430,2.0,{DELIVERY},"Очень долго доставляют в последнее время. Когда заказываю с самоката, значит мне нужно быстро. Если бы мне нужна была доставка через час, я бы в магазин сходила. Вы либо исправьте статус «[NUM] минут», либо приносите за эти [NUM] минут.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,5217,3.0,"{PRODUCTS_QUALITY,DELIVERY}",Вечные опоздания. Часто испорченные продукты.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,24325,6.0,{DELIVERY},Криво работает возврат денежных средств!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462,14224,4.0,"{PRICE,ASSORTMENT,PROMOTIONS,CATALOG_NAVIGATION,PAYMENT}","Цены достаточно высокие. Непомерные деньги за фрукты и овощи. Маркетинговый ход понятен с меньшим весом. Но [NUM]-[NUM] грамм по цене килограмма - это жесть. Невозможно сделать [NUM] корзины. Отложить в отдельную папку то, что нужно купить на завтра, вроде списка",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,14000,4.0,"{DELIVERY,PROMOTIONS}",Долгая доставка,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,1429,6.0,"{ASSORTMENT,PROMOTIONS,PAYMENT,DELIVERY,SUPPORT}",Нужно улучшать ассортимент,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,24555,6.0,"{PRICE,ASSORTMENT,PRODUCTS_QUALITY}","Цены на овощи, фрукты настолько завышены относительно среднерыночных, что глаза на лоб лезут",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,13717,0.0,"{DELIVERY,SUPPORT}","Ужасно, поддержка нормально не работает, доставки спустя час нет.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,21596,3.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,PAYMENT}",Часто доставляют испорченные продукты,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
476,25423,3.0,{PRICE},Цены выше Чем в обычном магазине,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,20451,2.0,{DELIVERY},Уже минут [NUM] жду пока доставку передадут курьеру и неизвестно сколько я еще прожду и такое случается не первый раз!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,5065,2.0,{DELIVERY},"Последний месяц собирают заказ дольше, чем обещанное время доставки вне зависимости от загруженности",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,4446,3.0,{DELIVERY},"Очень часто задерживают доставку, осуществляют дольше положенного",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,22287,1.0,"{DELIVERY,ASSORTMENT}","Сильно упал сервис доставки, товары однотипные, ничего нового не появляется ( в плане еды)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,11226,0.0,"{DELIVERY,ASSORTMENT,PROMOTIONS}",Доставка практически никогда не бывает [NUM] минут. Это очень печально,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,16617,4.0,"{ASSORTMENT,PRICE,PROMOTIONS,DELIVERY}","Все норм, но че так дорого?!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,21591,1.0,"{ASSORTMENT,PRODUCTS_QUALITY,PRICE,PROMOTIONS,PAYMENT,SUPPORT,CATALOG_NAVIGATION,DELIVERY}",Devochkavensdeigrustniemojitimnenravishsyatemchtoninakogonepohozha 😭😕😢😔😔😢🥲🥲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,23287,0.0,{DELIVERY},В последнее время долго доставляете заказ который за [NUM] минут уже [NUM] и то только собирают,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,1915,6.0,"{PRICE,PROMOTIONS,ASSORTMENT,SUPPORT}","Быстрая доставка, но цены намного дороже, чем у других доставок, поэтому заказываю у вас только при повышенном спросе в других доставках. Не хватает акций.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,23338,0.0,{DELIVERY},отвратительно,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,17507,6.0,"{ASSORTMENT,PRICE,DELIVERY,SUPPORT}","Вообще самокат люблю, часто заказываю, все вроде хорошо. Но есть неприятные моменты с доставкой, если ждешь [NUM] минут, вместо [NUM] даже не извиняются. А когда перепутали заказы, обещают что привезут мой заказ через [NUM] минут и ошибочный заказ можно оставлять",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,7593,3.0,"{ASSORTMENT,PRICE,PROMOTIONS,CATALOG_NAVIGATION}",Верните список избранного на место.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
500,25415,2.0,{PRICE},"Порой цены слишком высокие, это расстраивает.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,10457,1.0,"{ASSORTMENT,DELIVERY}",Вы крутые,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,845,6.0,"{DELIVERY,PRICE,PRODUCTS_QUALITY}","[NUM]-[NUM] раза было так, что привозили не свежие продукты. Время доставки в приложении не совпадает с фактическим временем, доставка в среднем [NUM]-[NUM] минут, хотя написано всегда [NUM]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,879,2.0,"{PRICE,PROMOTIONS,ASSORTMENT}","Улучшайте ассортимент сладкого, цены выше среднего",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,9702,1.0,"{PRICE,DELIVERY,SUPPORT,PAYMENT,CATALOG_NAVIGATION}","дорого, поддержка долго отвечает. заказы приходят долго. оплаты наличными нету.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,23010,0.0,"{DELIVERY,SUPPORT}","Ждём по [NUM],[NUM] часа а операторы тупо молчат",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,20984,6.0,"{ASSORTMENT,PRICE,PROMOTIONS,CATALOG_NAVIGATION,DELIVERY,SUPPORT}","разнообразие есть, но мало. вкусвилл пока выигрывает во многом.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,25075,6.0,"{PRICE,PROMOTIONS,CATALOG_NAVIGATION,ASSORTMENT,PRODUCTS_QUALITY}",Ну хорошо ну может быть лутше,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,4090,6.0,"{ASSORTMENT,PROMOTIONS}",Очень нравится скорость доставки,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
514,24614,2.0,"{PRICE,ASSORTMENT}",;),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,17265,6.0,{DELIVERY},"Вечные опоздания, часто заказываем мороженое и оно приходит либо в смятку, либо растаявшее",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,7026,0.0,"{DELIVERY,SUPPORT}","Курьеры не ответственные, постоянно опаздывают, комментарий к заказу не читают",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,26049,6.0,"{PRODUCTS_QUALITY,PRICE}","Нормально вроде все, но за сроками хранения следите и за условиями",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,10745,4.0,"{ASSORTMENT,PROMOTIONS,CATALOG_NAVIGATION}",все нравится,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,7377,6.0,"{ASSORTMENT,PRICE,PROMOTIONS}",Все круто но цена кусается иногда и не очень вкусная готовая еда,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,21985,0.0,{ASSORTMENT},"Я больше предпочитаю Яндекс лавку. Когда у нас она появится в городе, и я уйду туда. А пока её нет я буду пользоваться самокатом",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
524,25929,0.0,"{PRODUCTS_QUALITY,PRICE,PAYMENT,DELIVERY}","Дорого! Очень дорого! Плюс некачественные продукты. Доставка курьером в последнее время долгая,приходится не дожидаться и отменять заказ!!!",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
